기준일,종목코드,종목명,시장구분,소속부,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액_현재,상장주식수,시가총액_52주최고,신고가
20250221,150,두산,KOSPI,,376000,33500,9.78,348500,380000,345500,232910,851.2,62130,16523835,62130,TRUE
20250221,241520,DSC인베스트먼트,KOSDAQ,중견기업부,4950,325,7.03,4580,4950,4580,1196421,57.8,1361,27496125,1361,TRUE
20250221,3570,SNT다이내믹스,KOSPI,,31850,2400,8.15,29000,31900,28600,294076,90.6,10591,33252697,10591,TRUE
20250221,35000,HS애드,KOSPI,,7170,30,0.42,7140,7200,7130,32877,2.4,1188,16567409,1188,TRUE
20250221,3560,IHQ,KOSPI,,10760,0,0,0,0,0,0,0,647,6010174,647,TRUE
20250221,226360,KH 건설,KOSDAQ,투자주의환기종목(소속부없음),2555,0,0,0,0,0,0,0,607,23756732,607,TRUE
20250221,33180,KH 필룩스,KOSPI,,6630,0,0,0,0,0,0,0,1283,19345405,1283,TRUE
20250221,484870,엠앤씨솔루션,KOSPI,,69900,5000,7.7,64300,71300,63700,303525,208.2,6399,9153900,6399,TRUE
20250221,388720,유일로보틱스,KOSDAQ,벤처기업부,71100,4400,6.6,68000,72600,68000,494984,350.9,8143,11453434,8143,TRUE
20250221,82270,젬백스,KOSDAQ,벤처기업부,32500,1700,5.52,30300,33700,30250,928175,305.7,12998,39994174,12998,TRUE
20250221,5440,현대지에프홀딩스,KOSPI,,5480,260,4.98,5310,5500,5240,332358,17.9,8544,155904301,8544,TRUE
20250221,64350,현대로템,KOSPI,,91000,4000,4.6,86200,94500,83600,4015507,3680.6,99319,109142293,99319,TRUE
20250221,139480,이마트,KOSPI,,78100,3000,3.99,75100,78500,74600,464248,360.3,21771,27875819,21771,TRUE
20250221,106520,노블엠앤비,KOSDAQ,투자주의환기종목(소속부없음),411,0,0,0,0,0,0,0,159,38695952,159,TRUE
20250221,8060,대덕,KOSPI,,7220,90,1.26,7120,7260,7110,149299,10.8,2447,33890150,2447,TRUE
20250221,300,대유플러스,KOSPI,,1984,0,0,0,0,0,0,0,1616,81451691,1616,TRUE
20250221,240550,동방메디컬,KOSDAQ,벤처기업부,12830,1260,10.89,11370,14120,11310,24850304,3210.5,2641,20586940,2641,TRUE
20250221,36530,SNT홀딩스,KOSPI,,31400,1150,3.8,30200,31450,29900,29858,9.2,5119,16303886,5119,TRUE
20250221,377190,디앤디플랫폼리츠,KOSPI,,3190,55,1.75,3160,3200,3125,86727,2.8,2820,88400000,2820,TRUE
20250221,38390,레드캡투어,KOSDAQ,우량기업부,14250,430,3.11,13850,14380,13300,281609,39,2383,16720822,2383,TRUE
20250221,330590,롯데리츠,KOSPI,,3445,60,1.77,3385,3455,3365,339967,11.6,9955,288968884,9955,TRUE
20250221,5990,매일홀딩스,KOSDAQ,우량기업부,9300,110,1.2,9170,9300,8930,21706,2,1276,13718304,1276,TRUE
20250221,138040,메리츠금융지주,KOSPI,,125000,2000,1.63,123800,127200,123000,348363,437.6,238400,190720114,238400,TRUE
20250221,463480,모티브링크,KOSDAQ,중견기업부,21000,3390,19.25,20050,22850,19350,29834416,6271.4,2602,12390358,2602,TRUE
20250221,331520,밸로프,KOSDAQ,중견기업부,1022,11,1.09,1040,1094,1006,6487577,67.6,520,50864390,520,TRUE
20250221,5030,부산주공,KOSPI,,486,0,0,0,0,0,0,0,383,78782988,383,TRUE
20250221,121800,비덴트,KOSDAQ,투자주의환기종목(소속부없음),3320,0,0,0,0,0,0,0,2563,77201611,2563,TRUE
20250221,30610,교보증권,KOSPI,,6560,200,3.14,6360,6650,6360,238905,15.6,7476,113962961,7476,TRUE
20250221,7610,선도전기,KOSPI,,3000,0,0,0,0,0,0,0,540,18000000,540,TRUE
20250221,306200,세아제강,KOSPI,,155700,6200,4.15,152300,163500,150600,50794,79.3,4416,2836300,4416,TRUE
20250221,91090,세원이앤씨,KOSPI,,1270,0,0,0,0,0,0,0,670,52754723,670,TRUE
20250221,293940,신한알파리츠,KOSPI,,6000,90,1.52,5910,6000,5910,204566,12.2,7256,120940123,7256,TRUE
20250221,102280,쌍방울,KOSPI,,13450,0,0,0,0,0,0,0,706,5251842,706,TRUE
20250221,177900,쓰리에이로직스,KOSDAQ,기술성장기업부,9540,720,8.16,8820,10410,8420,10979701,1049.7,894,9366800,894,TRUE
20250221,332370,아이디피,KOSDAQ,중견기업부,4475,120,2.76,4405,4520,4330,28626,1.3,594,13273726,594,TRUE
20250221,214430,아이쓰리시스템,KOSDAQ,우량기업부,63600,1200,1.92,61600,64000,59100,174479,106.1,4520,7106760,4520,TRUE
20250221,10280,아이티센엔텍,KOSDAQ,투자주의환기종목(소속부없음),665,1,0.15,664,670,657,41214,0.3,433,65123786,433,TRUE
20250221,96610,알에프세미,KOSDAQ,투자주의환기종목(소속부없음),2965,0,0,0,0,0,0,0,516,17386411,516,TRUE
20250221,148250,알엔투테크놀로지,KOSDAQ,벤처기업부,6800,1100,19.3,5870,6950,5750,1118468,74.2,503,7391186,503,TRUE
20250221,85810,알티캐스트,KOSDAQ,중견기업부,1779,64,3.73,1708,1810,1646,816219,14.3,873,49056767,873,TRUE
20250221,260970,에스앤디,KOSDAQ,벤처기업부,60000,2600,4.53,57400,61900,56500,84214,50.8,1736,2892754,1736,TRUE
20250221,140910,에이리츠,KOSPI,,3130,0,0,0,0,0,0,0,140,4463032,140,TRUE
20250221,78860,엔에스이엔엠,KOSDAQ,중견기업부,2190,207,10.44,2240,2370,1874,3945075,82,1153,52655270,1153,TRUE
20250221,208860,엔지스테크널러지,KOSDAQ,투자주의환기종목(소속부없음),2205,0,0,0,0,0,0,0,673,30528921,673,TRUE
20250221,3230,삼양식품,KOSPI,,906000,26000,2.95,880000,919000,870000,72153,652.2,68249,7533015,68249,TRUE
20250221,105550,엣지파운드리,KOSDAQ,중견기업부,4935,310,6.7,4600,4995,4600,886249,43.4,3126,63333635,3126,TRUE
20250221,192410,오늘이엔엠,KOSDAQ,중견기업부,956,6,0.63,950,1030,948,420371,4.1,136,14235530,136,TRUE
20250221,440320,오픈놀,KOSDAQ,기술성장기업부,8850,60,0.68,8700,9230,8520,353138,31.5,868,9805000,868,TRUE
20250221,30530,원익홀딩스,KOSDAQ,우량기업부,4340,1000,29.94,3305,4340,3235,23480004,899.2,3352,77237981,3352,TRUE
20250221,377460,위니아에이드,KOSDAQ,투자주의환기종목(소속부없음),1691,0,0,0,0,0,0,0,260,15393405,260,TRUE
20250221,69960,현대백화점,KOSPI,,57600,1600,2.86,56300,58000,55600,157036,89.7,13034,22628813,13034,TRUE
20250221,12450,한화에어로스페이스,KOSPI,,660000,15000,2.33,635000,668000,615000,562770,3667.8,300836,45581161,300836,TRUE
20250221,93230,이아이디,KOSPI,,1392,0,0,0,0,0,0,0,3541,254384360,3541,TRUE
20250221,96040,이트론,KOSDAQ,투자주의환기종목(소속부없음),271,0,0,0,0,0,0,0,2456,906131295,2456,TRUE
20250221,79550,LIG넥스원,KOSPI,,312500,6500,2.12,303500,314000,297000,372725,1152.6,68750,22000000,68750,TRUE
20250221,109070,주성코퍼레이션,KOSPI,,4100,0,0,0,0,0,0,0,2165,52810230,2165,TRUE
