기준일,종목코드,종목명,시장구분,소속부,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액_현재,상장주식수,시가총액_52주최고,신고가
20250218,000590,CS홀딩스,KOSPI,,75400,200,0.27,75200,76200,75200,611,0.5,870.0,1154482,870.0,True
20250218,139130,DGB금융지주,KOSPI,,9770,10,0.1,9770,9820,9640,790697,76.9,16526.0,169145833,16526.0,True
20250218,035000,HS애드,KOSPI,,7110,0,0.0,7090,7150,7040,30149,2.1,1178.0,16567409,1178.0,True
20250218,003560,IHQ,KOSPI,,10760,0,0.0,0,0,0,0,0.0,647.0,6010174,647.0,True
20250218,226360,KH 건설,KOSDAQ,투자주의환기종목(소속부없음),2555,0,0.0,0,0,0,0,0.0,607.0,23756732,607.0,True
20250218,033180,KH 필룩스,KOSPI,,6630,0,0.0,0,0,0,0,0.0,1283.0,19345405,1283.0,True
20250218,079550,LIG넥스원,KOSPI,,306000,25500,9.09,289500,319500,286000,1396298,4250.0,67320.0,22000000,67320.0,True
20250218,010120,LS ELECTRIC,KOSPI,,284000,45000,18.83,241000,285500,235500,1877943,4992.1,85200.0,30000000,85200.0,True
20250218,218410,RFHIC,KOSDAQ,우량기업부,19200,510,2.73,18910,19810,18910,762435,148.3,5085.0,26484442,5085.0,True
20250218,474610,RF시스템즈,KOSDAQ,벤처기업부,6510,420,6.9,6180,6510,6140,1113167,70.9,841.0,12924863,841.0,True
20250218,419530,SAMG엔터,KOSDAQ,기술성장기업부,23950,100,0.42,23900,24750,23000,354431,85.0,2058.0,8590930,2058.0,True
20250218,003570,SNT다이내믹스,KOSPI,,30950,1450,4.92,30000,31400,28550,308399,94.0,10292.0,33252697,10292.0,True
20250218,036530,SNT홀딩스,KOSPI,,29850,1050,3.65,28850,29900,28300,43762,12.9,4867.0,16303886,4867.0,True
20250218,077970,STX엔진,KOSPI,,30000,3450,12.99,25950,31650,25650,3103094,914.8,6903.0,23008904,6903.0,True
20250218,098460,고영,KOSDAQ,우량기업부,22100,1650,8.07,20300,22250,20050,8222687,1760.1,15173.0,68654755,15173.0,True
20250218,030610,교보증권,KOSPI,,6240,130,2.13,6150,6250,6130,165450,10.2,7111.0,113962961,7111.0,True
20250218,389650,넥스트바이오메디컬,KOSDAQ,기술성장기업부,55900,3000,5.67,53000,56300,52400,236313,129.1,4521.0,8088186,4521.0,True
20250218,000320,노루홀딩스,KOSPI,,14230,130,0.92,14240,14300,14070,17379,2.5,1891.0,13291151,1891.0,True
20250218,106520,노블엠앤비,KOSDAQ,투자주의환기종목(소속부없음),411,0,0.0,0,0,0,0,0.0,159.0,38695952,159.0,True
20250218,008060,대덕,KOSPI,,7140,10,0.14,7100,7150,7100,51122,3.6,2420.0,33890150,2420.0,True
20250218,000300,대유플러스,KOSPI,,1984,0,0.0,0,0,0,0,0.0,1616.0,81451691,1616.0,True
20250218,303810,동국생명과학,KOSDAQ,중견기업부,15330,2800,22.35,13780,16280,13510,26981196,4078.9,2452.0,15992070,2452.0,True
20250218,240550,동방메디컬,KOSDAQ,벤처기업부,10810,10,0.09,10910,11300,10670,5339701,591.1,2225.0,20586940,2225.0,True
20250218,000150,두산,KOSPI,,359500,38500,11.99,319000,360000,319000,233768,812.1,59403.0,16523835,59403.0,True
20250218,034020,두산에너빌리티,KOSPI,,30300,2100,7.45,29400,30550,29050,35485391,10659.2,194090.0,640561146,194090.0,True
20250218,377190,디앤디플랫폼리츠,KOSPI,,3115,5,0.16,3115,3140,3100,76290,2.4,2754.0,88400000,2754.0,True
20250218,113810,디젠스,KOSDAQ,중견기업부,2370,0,0.0,2350,2410,2305,1968679,46.5,773.0,32628051,773.0,True
20250218,232680,라온테크,KOSDAQ,기술성장기업부,10310,1040,11.22,9400,11230,9110,4714652,492.6,1292.0,12534234,1292.0,True
20250218,038390,레드캡투어,KOSDAQ,우량기업부,14200,230,1.65,14060,14600,14060,199022,28.4,2374.0,16720822,2374.0,True
20250218,277810,레인보우로보틱스,KOSDAQ,기술성장기업부,417500,18500,4.64,390000,419000,386000,1350279,5484.2,80994.0,19399858,80994.0,True
20250218,086820,바이오솔루션,KOSDAQ,기술성장기업부,31000,150,0.49,30850,31600,30550,50342,15.6,2524.0,8143426,2524.0,True
20250218,005030,부산주공,KOSPI,,486,0,0.0,0,0,0,0,0.0,383.0,78782988,383.0,True
20250218,121800,비덴트,KOSDAQ,투자주의환기종목(소속부없음),3320,0,0.0,0,0,0,0,0.0,2563.0,77201611,2563.0,True
20250218,043710,서울리거,KOSDAQ,중견기업부,633,17,2.76,610,638,610,22200,0.1,548.0,86562510,548.0,True
20250218,007610,선도전기,KOSPI,,3000,0,0.0,0,0,0,0,0.0,540.0,18000000,540.0,True
20250218,306200,세아제강,KOSPI,,147000,200,0.14,146800,148000,144600,11165,16.3,4169.0,2836300,4169.0,True
20250218,091090,세원이앤씨,KOSPI,,1270,0,0.0,0,0,0,0,0.0,670.0,52754723,670.0,True
20250218,424960,스마트레이더시스템,KOSDAQ,기술성장기업부,16630,1550,10.28,15000,16840,14630,2647700,422.8,2603.0,15652340,2603.0,True
20250218,001720,신영증권,KOSPI,,86400,0,0.0,86300,86900,82200,11751,9.9,14204.0,16440000,14204.0,True
20250218,293940,신한알파리츠,KOSPI,,5820,30,0.52,5790,5820,5760,110942,6.4,7039.0,120940123,7039.0,True
20250218,102280,쌍방울,KOSPI,,13450,0,0.0,0,0,0,0,0.0,706.0,5251842,706.0,True
20250218,099320,쎄트렉아이,KOSDAQ,우량기업부,58200,4500,8.38,53700,58300,53700,463264,257.9,6374.0,10951278,6374.0,True
20250218,177900,쓰리에이로직스,KOSDAQ,기술성장기업부,9320,1110,13.52,8740,9830,8340,18216860,1661.4,866.0,9286800,866.0,True
20250218,010280,아이티센엔텍,KOSDAQ,투자주의환기종목(소속부없음),650,1,0.15,649,652,640,49059,0.3,423.0,65123786,423.0,True
20250218,096610,알에프세미,KOSDAQ,투자주의환기종목(소속부없음),2965,0,0.0,0,0,0,0,0.0,516.0,17386411,516.0,True
20250218,270520,앱트뉴로사이언스,KOSDAQ,벤처기업부,1305,92,7.58,1222,1317,1195,1307225,16.4,2072.0,158790786,2072.0,True
20250218,260970,에스앤디,KOSDAQ,벤처기업부,59100,500,0.85,58500,59800,57500,43662,25.7,1710.0,2892754,1710.0,True
20250218,140910,에이리츠,KOSPI,,3130,0,0.0,0,0,0,0,0.0,140.0,4463032,140.0,True
20250218,298380,에이비엘바이오,KOSDAQ,기술성장기업부,46900,8200,21.19,39000,47250,37950,7247043,3224.3,22644.0,48281942,22644.0,True
20250218,208860,엔지스테크널러지,KOSDAQ,투자주의환기종목(소속부없음),2205,0,0.0,0,0,0,0,0.0,673.0,30528921,673.0,True
20250218,484870,엠앤씨솔루션,KOSPI,,67700,4600,7.29,65800,70400,65800,531942,360.9,6197.0,9153900,6197.0,True
