기준일,종목코드,종목명,시장구분,소속부,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액_현재,상장주식수,시가총액_52주최고,신고가
20250220,012630,HDC,KOSPI,,13280,160,1.22,13290,13340,13060,82587,10.9,7934.0,59741721,7934.0,True
20250220,035000,HS애드,KOSPI,,7140,10,0.14,7120,7160,7070,10784,0.8,1183.0,16567409,1183.0,True
20250220,003560,IHQ,KOSPI,,10760,0,0.0,0,0,0,0,0.0,647.0,6010174,647.0,True
20250220,226360,KH 건설,KOSDAQ,투자주의환기종목(소속부없음),2555,0,0.0,0,0,0,0,0.0,607.0,23756732,607.0,True
20250220,033180,KH 필룩스,KOSPI,,6630,0,0.0,0,0,0,0,0.0,1283.0,19345405,1283.0,True
20250220,093050,LF,KOSPI,,16610,70,0.42,16540,16750,16370,45118,7.5,4857.0,29240000,4857.0,True
20250220,079550,LIG넥스원,KOSPI,,306000,0,0.0,300500,313000,292000,550296,1665.0,67320.0,22000000,67320.0,True
20250220,010120,LS ELECTRIC,KOSPI,,291500,5000,1.75,289000,298000,273000,1086648,3120.6,87450.0,30000000,87450.0,True
20250220,419530,SAMG엔터,KOSDAQ,기술성장기업부,24600,1800,7.89,24850,25850,22500,894128,215.0,2113.0,8590930,2113.0,True
20250220,018670,SK가스,KOSPI,,246000,8000,3.36,243500,247000,238500,13703,33.3,22706.0,9230244,22706.0,True
20250220,096770,SK이노베이션,KOSPI,,131400,1400,1.08,130000,133200,128600,341348,447.6,198460.0,151034776,198460.0,True
20250220,036530,SNT홀딩스,KOSPI,,30250,0,0.0,30050,30700,29200,31781,9.5,4932.0,16303886,4932.0,True
20250220,000500,가온전선,KOSPI,,57300,-600,-1.04,59100,60700,56300,122115,71.2,9479.0,16543115,9479.0,True
20250220,030610,교보증권,KOSPI,,6360,90,1.44,6280,6420,6260,168383,10.6,7248.0,113962961,7248.0,True
20250220,106520,노블엠앤비,KOSDAQ,투자주의환기종목(소속부없음),411,0,0.0,0,0,0,0,0.0,159.0,38695952,159.0,True
20250220,000300,대유플러스,KOSPI,,1984,0,0.0,0,0,0,0,0.0,1616.0,81451691,1616.0,True
20250220,240550,동방메디컬,KOSDAQ,벤처기업부,11570,270,2.39,11520,12370,10750,9316485,1074.1,2382.0,20586940,2382.0,True
20250220,176750,듀켐바이오,KOSDAQ,기술성장기업부,12140,40,0.33,11900,12260,11550,142264,17.1,3454.0,28455220,3454.0,True
20250220,377190,디앤디플랫폼리츠,KOSPI,,3135,5,0.16,3110,3150,3110,54975,1.7,2771.0,88400000,2771.0,True
20250220,376300,디어유,KOSDAQ,기술성장기업부,47700,3950,9.03,49050,50300,45850,2033373,971.5,11323.0,23738406,11323.0,True
20250220,005990,매일홀딩스,KOSDAQ,우량기업부,9190,410,4.67,8800,9190,8800,24211,2.2,1261.0,13718304,1261.0,True
20250220,138040,메리츠금융지주,KOSPI,,123000,3600,3.02,120000,124500,119700,386475,475.0,234586.0,190720114,234586.0,True
20250220,463480,모티브링크,KOSDAQ,중견기업부,17610,11610,193.5,16500,17610,14270,56140193,9104.1,2182.0,12390358,2182.0,True
20250220,331520,밸로프,KOSDAQ,중견기업부,1011,86,9.3,964,1144,949,23930120,253.8,514.0,50864390,514.0,True
20250220,005030,부산주공,KOSPI,,486,0,0.0,0,0,0,0,0.0,383.0,78782988,383.0,True
20250220,121800,비덴트,KOSDAQ,투자주의환기종목(소속부없음),3320,0,0.0,0,0,0,0,0.0,2563.0,77201611,2563.0,True
20250220,065710,서호전기,KOSDAQ,우량기업부,23000,800,3.6,22250,23150,22150,32981,7.5,1184.0,5150000,1184.0,True
20250220,007610,선도전기,KOSPI,,3000,0,0.0,0,0,0,0,0.0,540.0,18000000,540.0,True
20250220,306200,세아제강,KOSPI,,149500,5000,3.46,144500,151000,143300,22440,33.1,4240.0,2836300,4240.0,True
20250220,091090,세원이앤씨,KOSPI,,1270,0,0.0,0,0,0,0,0.0,670.0,52754723,670.0,True
20250220,253450,스튜디오드래곤,KOSDAQ GLOBAL,우량기업부,49400,7650,18.32,47050,51700,46300,2496924,1240.7,14849.0,30058498,14849.0,True
20250220,293940,신한알파리츠,KOSPI,,5910,20,0.34,5890,5950,5850,239249,14.1,7148.0,120940123,7148.0,True
20250220,102280,쌍방울,KOSPI,,13450,0,0.0,0,0,0,0,0.0,706.0,5251842,706.0,True
20250220,020560,아시아나항공,KOSPI,,10850,30,0.28,10820,10950,10780,302593,32.9,22350.0,205990711,22350.0,True
20250220,010280,아이티센엔텍,KOSDAQ,투자주의환기종목(소속부없음),664,9,1.37,655,670,647,65085,0.4,432.0,65123786,432.0,True
20250220,096610,알에프세미,KOSDAQ,투자주의환기종목(소속부없음),2965,0,0.0,0,0,0,0,0.0,516.0,17386411,516.0,True
20250220,148250,알엔투테크놀로지,KOSDAQ,벤처기업부,5700,290,5.36,5360,5920,5360,159724,9.1,421.0,7391186,421.0,True
20250220,041510,에스엠,KOSDAQ,우량기업부,101400,4900,5.08,106900,107800,98400,1052281,1085.2,23681.0,23353627,23681.0,True
20250220,140910,에이리츠,KOSPI,,3130,0,0.0,0,0,0,0,0.0,140.0,4463032,140.0,True
20250220,078860,엔에스이엔엠,KOSDAQ,중견기업부,1983,457,29.95,1983,1983,1824,7219724,140.5,1044.0,52655270,1044.0,True
20250220,208860,엔지스테크널러지,KOSDAQ,투자주의환기종목(소속부없음),2205,0,0.0,0,0,0,0,0.0,673.0,30528921,673.0,True
20250220,475830,오름테라퓨틱,KOSDAQ,기술성장기업부,36850,450,1.24,36200,42250,36150,9583613,3772.2,7712.0,20929118,7712.0,True
20250220,271560,오리온,KOSPI,,110100,3200,2.99,107100,111100,107100,200798,220.3,43529.0,39536132,43529.0,True
20250220,440320,오픈놀,KOSDAQ,기술성장기업부,8790,310,3.66,8400,8880,8120,447616,38.0,862.0,9805000,862.0,True
20250220,382150,온코크로스,KOSDAQ,기술성장기업부,13700,900,7.03,12920,16100,12630,21621413,3125.8,1628.0,11881937,1628.0,True
20250220,122870,와이지엔터테인먼트,KOSDAQ GLOBAL,우량기업부,60200,7000,13.16,57400,62000,56300,2713656,1618.5,11252.0,18691049,11252.0,True
20250220,316140,우리금융지주,KOSPI,,17330,0,0.0,17250,17440,17210,1576038,273.4,128691.0,742591501,128691.0,True
20250220,377460,위니아에이드,KOSDAQ,투자주의환기종목(소속부없음),1691,0,0.0,0,0,0,0,0.0,260.0,15393405,260.0,True
20250220,093230,이아이디,KOSPI,,1392,0,0.0,0,0,0,0,0.0,3541.0,254384360,3541.0,True
20250220,096040,이트론,KOSDAQ,투자주의환기종목(소속부없음),271,0,0.0,0,0,0,0,0.0,2456.0,906131295,2456.0,True
20250220,115310,인포바인,KOSDAQ,벤처기업부,38000,2000,5.56,35850,38000,35850,39106,14.5,1213.0,3192883,1213.0,True
20250220,109070,주성코퍼레이션,KOSPI,,4100,0,0.0,0,0,0,0,0.0,2165.0,52810230,2165.0,True
20250220,012600,청호ICT,KOSPI,,2490,0,0.0,0,0,0,0,0.0,1161.0,46634517,1161.0,True
20250220,006380,카프로,KOSPI,,3660,0,0.0,0,0,0,0,0.0,6185.0,168999996,6185.0,True
20250220,317530,캐리소프트,KOSDAQ,기술성장기업부,5410,100,1.88,5400,5410,5170,41695,2.2,543.0,10039454,543.0,True
20250220,256940,케이피에스,KOSDAQ,벤처기업부,9250,600,6.94,8700,9410,8660,289665,26.6,1734.0,18748658,1734.0,True
20250220,052330,코텍,KOSDAQ,우량기업부,8520,40,0.47,8460,8540,8430,37607,3.2,1408.0,16527174,1408.0,True
20250220,090080,평화산업,KOSPI,,1327,166,14.3,1171,1425,1171,18059599,242.4,729.0,54902259,729.0,True
20250220,010770,평화홀딩스,KOSPI,,4945,1140,29.96,3820,4945,3820,3159987,149.6,723.0,14625466,723.0,True
20250220,071050,한국금융지주,KOSPI,,81400,900,1.12,80200,82200,80200,135178,110.4,45361.0,55725992,45361.0,True
20250220,214870,한울BnC,KOSDAQ,투자주의환기종목(소속부없음),6920,0,0.0,0,0,0,0,0.0,648.0,9359221,648.0,True
20250220,451800,한화리츠,KOSPI,,3565,35,0.99,3520,3610,3500,935555,33.3,6403.0,179600000,6403.0,True
